Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Days_Since_Release,Stream_Velocity,is_breakout,Release_Month,Virality_Ratio,Breakout_Probability
Dana Ma,Danï¿½ï¿½a Ma,Bolofofos,2019-05-03,CAHQJ1924665,"2,536",28.1,10423140.0,1820.0,350049.0,49.0,1126576126.0,"2,223,950",3453.0,49425,3059373.0,16,0.0,0.0,,,,0,0,9247.0,0,2449,4256.080032666395,0,5,0.2935173763839518,0.0
Kalkatiya Raja,Kalkatiya Raja,Pawan Singh,2023-09-22,DGA092395791,"2,545",28.1,8607782.0,231.0,175674.0,67.0,171883395.0,"997,466",0.0,2661,36029.0,,0.0,0.0,,,,0,0,14483.0,0,846,10174.683215130024,0,9,0.004185630608950063,0.0
Drippy,Drippy,Sidhu Moose Wala,2024-02-02,INU252412475,"2,537",28.1,39891157.0,2503.0,5333908.0,67.0,68785789.0,"2,273,476",0.0,0,0.0,"238,867,734",6.0,165.0,,,14.0,0,0,67474.0,1,713,55948.3267882188,0,2,0.0,0.0
Never Going Home,Summer 2021,Kungs,2021-04-28,FR9W12110749,"2,539",28.1,304069347.0,89224.0,17836102.0,63.0,87407927.0,"580,798",20117.0,6207518,94926621.0,"80,707,655",89.0,117243.0,53.0,"959,302",18.0,"675,312",417,5206645.0,0,1723,176476.69587928033,0,4,0.31218740601239425,4.1666666666666665e-05
Problem,Problemï¿½,Alvaro Diaz,2021-10-22,USUM72118879,"2,548",28.1,275492185.0,47297.0,14033837.0,68.0,104950820.0,"697,838",1698681.0,279415195,2603158294.0,"31,265,536",35.0,6549.0,13.0,"759,534",14.0,"7,459,382",848,779473.0,0,1546,178196.75614489004,1,10,9.449118437065216,0.9976088577309473
Waiting for the End,Papercuts,Linkin Park,2024-04-12,USWB12401899,"2,541",28.1,160127218.0,5.0,55.0,67.0,148269610.0,,0.0,0,0.0,,0.0,0.0,,,,0,0,1451466.0,0,643,249031.4432348367,0,4,0.0,0.0
Pacto (feat. Luar La L),Pacto (feat. Luar La L),Jay Wheeler,2023-04-24,USUYG1480456,"2,547",28.1,58652026.0,19596.0,3713869.0,54.0,74399520.0,"458,583",508800.0,31900743,344636407.0,"9,720,627",14.0,66.0,2.0,"9,119",2.0,"4,123,989","2,062",397215.0,1,997,58828.511534603815,0,4,5.875950493577997,0.0
Nena Maldicin (feat. Lenny Tav,Nena Maldicion (feat. Lenny Tavarez),Paulo Londra,2018-01-30,TCADL1878978,"2,546",28.1,614897887.0,19568.0,3797350.0,67.0,1332773890.0,"6,926,941",0.0,0,0.0,"150,232,863",0.0,0.0,10.0,"82,810",,0,0,854584.0,0,2907,211523.18094255248,0,1,0.0,0.0
Talk talk,BRAT,Charli xcx,2024-06-07,USAT22401345,"2,540",28.1,6446985.0,830.0,35947142.0,67.0,201264.0,"3,929",0.0,9765,78500.0,,52.0,156.0,27.0,"1,854,240",85.0,"190,049",20,4307.0,0,587,10982.93867120954,0,6,0.012176232428610826,0.0
Daisy,Daisy,Ashnikko,2020-07-09,GBAYE2000596,"2,543",28.1,509353753.0,87580.0,20339605.0,63.0,231541575.0,"3,846,027",893392.0,124467502,842856226.0,"1,767,008",45.0,14716.0,21.0,"15,708",3.0,"18,916,451","32,263",2842135.0,1,2016,252655.6314484127,1,7,1.6547560892228155,0.975783264198698
Fast Forward,GAME PLAN,JEON SOMI,2023-08-07,KSA002301968,"2,556",28.0,88499180.0,9715.0,3943924.0,59.0,134376601.0,"256,505",58748.0,54797372,291191318.0,"48,337,673",16.0,1383.0,8.0,"271,497",23.0,"190,079",291,258644.0,0,892,99214.3273542601,0,8,3.2903278280055495,0.0
Ice Attack,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402029,"2,553",28.0,38912003.0,9619.0,2346613.0,67.0,3915932.0,"59,814",0.0,0,0.0,"1,596,946",4.0,46.0,1.0,"41,760",,"459,198",307,58111.0,1,664,58602.4141566265,0,3,0.0,0.0
Stolen Dance,Die Ultimative Chartshow - Hits 2013,Milky Chance,2013-01-01,DEL211300741,"2,558",28.0,1460945792.0,331171.0,51661945.0,76.0,224150562.0,"1,926,122",677541.0,194210296,2134365963.0,"389,692",83.0,36736.0,111.0,"1,223,193",21.0,0,0,24485799.0,0,4762,306792.4804703906,0,1,1.4609480880308061,0.16607823042643807
Set Me Free Pt.2,Set Me Free Pt.2,Jimin,2023-03-17,USA2P2251867,"2,554",28.0,350802342.0,12581.0,16368476.0,76.0,150660549.0,"5,807,332",182865.0,104841360,494628703.0,"166,154,392",5.0,2402.0,24.0,"4,592,140",8.0,"2,552,268",686,437897.0,1,1035,338939.4608695652,0,3,1.4099925866230603,0.018620689655172412
Satu Rasa Cinta,Satu Rasa Cinta,Fira Cantika,2022-12-16,IDA601902645,"2,555",28.0,239850720.0,1.0,3.0,67.0,1858910.0,"8,964",2400948.0,5143214,133463784.0,,0.0,0.0,,,,0,0,854584.0,0,1126,160831.7682875264,0,12,0.5564452065999835,0.01
Azul,Colores,J Balvin,2020-03-19,USUM72001731,"2,557",28.0,489654759.0,60072.0,13255516.0,63.0,478807073.0,"3,205,287",731500.0,39869163,491920895.0,"34,068,017",92.0,14340.0,28.0,"1,649,348",21.0,"52,380,337","11,309",994262.0,0,2128,230100.9205827068,0,3,1.0046280260810698,0.0
LOCATION,LOCATION,KAROL G,2021-02-12,USUM72023897,"2,551",28.0,236644328.0,36130.0,7600107.0,50.0,525752748.0,"3,073,337",182529.0,34209228,329180615.0,"25,193,373",56.0,29536.0,17.0,"120,355",36.0,"9,793,641","3,562",962269.0,1,1798,131615.3103448276,0,2,1.391035299223249,0.0002959039548022599
Terminator,Terminator,King Promise,2023-05-05,GBARL2300512,"2,559",28.0,34026239.0,8723.0,6659055.0,58.0,56469190.0,"290,499",1047639.0,28395882,391501573.0,"57,032,887",23.0,3290.0,2.0,"5,829",,"351,027",246,527365.0,0,986,34509.37018255578,0,5,11.505872320891172,0.0
Orang Yang Salah - Sped Up Version,Orang Yang Salah (Sped Up Version),Luvia band,2023-09-20,IDA192303865,"2,552",28.0,3900009.0,239.0,152396.0,67.0,2001200.0,"23,163",1200000.0,21126908,529234742.0,,0.0,0.0,,,,0,0,21387.0,0,848,4599.067216981132,0,9,135.70086794649245,0.0
Snowman,Snowman,Sia,2017-11-09,USAT21704212,"2,561",28.0,947770190.0,123852.0,25500657.0,69.0,417814325.0,"6,867,798",1972101.0,644731553,5479108705.0,"315,447,931",128.0,16029.0,55.0,"984,795",39.0,"8,852,953","36,244",5574595.0,0,2989,317086.0455001673,1,11,5.781051943846164,0.9807645301948397
Hurricane,Donda,Kanye West,2021-08-29,USUM72116311,"2,549",28.0,404497617.0,108795.0,16231758.0,62.0,45337894.0,"615,908",20272.0,10266783,91838300.0,"506,294",51.0,33710.0,16.0,"456,029",24.0,"11,239,141","5,307",1304734.0,0,1600,252811.010625,0,8,0.22704286975553958,4.1666666666666665e-05
Rumah Singgah,Rumah Singgah,Fabio Asher,2022-05-05,SGB502214308,"2,550",28.0,239624643.0,13095.0,3228030.0,67.0,228923419.0,"1,210,579",1205145.0,227531657,3306847230.0,"45,889",11.0,7479.0,,,,0,0,142151.0,0,1351,177368.35159141375,1,5,13.800113272155764,0.9985280289157318
Strip That Down (feat. Quavo),Strip That Down,Liam Payne,2017-05-18,GBUM71701628,"2,560",28.0,1000549809.0,86051.0,18285158.0,63.0,503776997.0,"5,263,027",348584.0,29551464,181309829.0,"14,264,191",99.0,53738.0,38.0,"236,519",19.0,"320,956,633","141,834",7058362.0,0,3164,316229.3960176991,0,5,0.18121019782113595,0.0
IT GIRL - Sped up Version,IT GIRL (Sped up Version),Aliyah's Interlude,2023-09-30,QZTB22394231,"2,570",27.9,23708233.0,7125.0,3235480.0,67.0,148269610.0,,883600.0,344205330,3090790304.0,,2.0,110.0,2.0,"28,927",1.0,"124,021",300,363715.0,1,838,28291.44749403341,1,9,130.36779981166038,0.9993168996097345
Khodni,Khodni - Single,AL SHAMI,2024-05-16,LBA132400598,"2,566",27.9,916695.0,97.0,384024.0,67.0,19150049.0,"391,641",0.0,0,0.0,"2,606,582",4.0,51.0,1.0,"11,587",,0,0,16597.0,0,609,1505.2463054187192,0,5,0.0,0.0
Lost in the Fire (feat. The Weeknd),Lost in the Fire (feat. The Weeknd),Gesaffelstein,2019-01-11,USQX91803314,"2,564",27.9,895496661.0,158437.0,56718950.0,75.0,60795572.0,"663,427",118739.0,61383164,500515994.0,"25,324,485",109.0,19935.0,40.0,"314,982",17.0,"44,369,088","13,427",5540938.0,1,2561,349666.7946114799,0,1,0.558925583130761,0.0
Minha Heran,Minha Heranï¿½,Ana Castela,2024-05-30,BKA7Y2400034,"2,575",27.9,3582494.0,506.0,20021976.0,64.0,8320170.0,"107,335",0.0,0,0.0,"30,623,624",2.0,18.0,10.0,"7,390,687",4.0,236,0,2856.0,0,595,6020.998319327731,0,5,0.0,0.0
Diva Yorgun,Diva Yorgun,Melike ,2023-06-16,TRBYM2000179,"2,574",27.9,62458329.0,7526.0,1713723.0,58.0,167062542.0,"417,472",11529.0,693244,25252458.0,"297,624,271",10.0,18186.0,2.0,"1,346",,0,0,412905.0,0,944,66163.48411016949,0,6,0.40430888882235566,0.0
Can't Get Enough,Can't Get Enough,Jennifer Lopez,2024-01-10,QMRSZ2301148,"2,565",27.9,9293098.0,1348.0,2545397.0,67.0,19200761.0,"262,872",6015.0,5065489,1752700.0,"2,407,922,034",16.0,70306.0,6.0,"5,901,816",9.0,"888,313",305,294615.0,1,736,12626.491847826086,0,1,0.18860231662225915,0.0
The Man He Sees in Me,The Man He Sees in Me,Luke Combs,2024-06-06,US6XF2400108,"2,569",27.9,5942861.0,766.0,17968556.0,71.0,417205.0,"14,380",0.0,0,0.0,156,24.0,50.0,6.0,"22,284",32.0,"1,140,678",189,14609.0,0,588,10106.906462585031,0,6,0.0,0.0
Dilemma,Nellyville (Explicit Version),Nelly,2002-06-25,USUR10200370,"2,573",27.9,859999247.0,170136.0,65334656.0,74.0,1639732381.0,"8,770,296",199632.0,36725930,368297203.0,"965,108,329",116.0,173135.0,63.0,"1,211,577",36.0,"1,097,430,738","414,836",10809090.0,1,8605,99941.80674026728,0,6,0.4282529361002418,0.0
20 Tragos,20 Tragos,Yi,2022-11-25,USL4Q2255557,"2,568",27.9,477396.0,29.0,18081.0,67.0,388682045.0,"2,199,489",20.0,3983,52662.0,"2,285,487",0.0,7.0,,,,0,0,315.0,1,1147,416.21272885789017,0,11,0.11031070576480372,0.0
My wrist (with Young Thug),My wrist (with Young Thug),Yeat,2023-05-26,USUM72307802,"2,572",27.9,83393310.0,32703.0,6521059.0,64.0,14159412.0,"193,138",1618.0,985058,9909365.0,"1,602",10.0,288.0,3.0,"30,356",,"310,482",567,180040.0,1,965,86417.9378238342,0,5,0.11882685650891113,0.0
GigaChad Theme - Phonk House Version,GigaChad Theme (Phonk House Version),g3ox_em,2022-08-22,QZNWS2230712,"2,571",27.9,282776356.0,45283.0,24157482.0,69.0,152603363.0,"1,541,141",64.0,255172,1672858.0,"23,643,910",13.0,677.0,6.0,"105,684",8.0,"1,120,269","4,144",1358899.0,0,1242,227678.2254428341,0,8,0.005915834045489171,4.1666666666666665e-05
Jackie Chan,Jackie Chan,Ti,2018-05-18,CYA111800123,"2,562",27.9,867318774.0,122200.0,28477959.0,66.0,207699017.0,"1,553,887",642448.0,9941160,91008651.0,"25,965,495",130.0,46973.0,104.0,"757,074",12.0,"52,601,591","43,818",5167133.0,1,2799,309867.3719185423,0,5,0.10493102838688116,0.0
Words (feat. Zara Larsson),Words (feat. Zara Larsson),Alesso,2022-04-22,USUG12202336,"2,563",27.9,383945607.0,58627.0,45560940.0,72.0,51670623.0,"427,016",20633.0,9518866,159467861.0,"2,170,376,776",83.0,109284.0,31.0,"987,836",41.0,"5,618,643",886,1125402.0,0,1364,281485.0491202346,0,4,0.4153397191614704,4.1666666666666665e-05
Bombonzinho - Ao Vivo,Bombonzinho (Ao Vivo),Israel & Rodolffo,2022-11-03,BRRGE2200815,"2,576",27.9,343704935.0,21379.0,13592125.0,61.0,208025693.0,"659,040",176878.0,8502888,153392985.0,"699,848,365",22.0,6760.0,35.0,"1,242,324",12.0,"1,634",0,206908.0,0,1169,294016.19760479045,0,11,0.4462926450378356,0.0
Mil Preguntas,Mil Preguntas - Single,The La Planta,2024-03-07,BK4DA2407011,"2,567",27.9,27026914.0,2367.0,8527648.0,70.0,46888149.0,"156,738",0.0,0,0.0,"141,902,141",2.0,530.0,6.0,"326,442",8.0,0,0,63178.0,0,679,39803.9970544919,0,3,0.0,0.0
OJAL,OJALï¿,Maria Becerra,2022-06-01,USAT22205402,"2,579",27.8,168710415.0,16559.0,4927487.0,56.0,358805694.0,"1,890,653",72000.0,24990011,248098853.0,"365,354,168",12.0,10771.0,12.0,"232,266",16.0,"1,069,872",237,182061.0,0,1324,127424.7847432024,0,6,1.4705603772561382,0.0
Bejeweled,Midnights,Taylor Swift,2022-10-21,USUG12205715,"2,577",27.8,536110386.0,32472.0,22834672.0,71.0,19011964.0,"168,023",791802.0,171672855,1573795763.0,"120,036,973",46.0,6686.0,5.0,"282,241",46.0,"12,812,687","11,319",361280.0,0,1182,453562.0862944162,1,10,2.935581554027977,0.9089367430100816
Lovin On Me,Lovin On Me - Single,Jack Harlow,2023-11-10,USAT22311372,"2,583",27.8,669206771.0,4166.0,982289.0,67.0,148269610.0,,0.0,0,0.0,,59.0,29951.0,4.0,"82,197",,0,0,854584.0,0,797,839657.1781681305,0,11,0.0,0.0
Back for More (with Anitta),Back for More (with Anitta),TOMORROW X TOGETHER,2023-09-15,USA2P2342327,"2,580",27.8,93990459.0,8050.0,7207941.0,67.0,112494830.0,"3,245,862",55727.0,53080335,296861046.0,"313,625,362",9.0,4542.0,14.0,"490,711",15.0,"520,450",225,182465.0,0,853,110188.11137162954,0,9,3.1584167797455187,0.0
Heaven,Kane Brown (Deluxe Edition),Kane Brown,2017-10-06,USRN11700088,"2,584",27.8,492361216.0,43773.0,13627930.0,66.0,697287853.0,"3,494,761",107020.0,5665191,74609105.0,"474,602,562",46.0,3.0,6.0,"48,525",27.0,"394,651,147","237,908",854584.0,0,3023,162871.7221303341,0,10,0.15153326952638513,0.0
Rolex,Rolex,Ayo & Teo,2017-01-13,USUYG1126838,"2,585",27.8,491358577.0,7067.0,1642096.0,67.0,1050086757.0,"10,196,796",0.0,0,0.0,"199,660,421",0.0,0.0,1.0,"35,535",,"106,302,056","571,084",854584.0,0,3289,149394.52021891152,0,1,0.0,0.0
That Girl,That Girl,Amrinder Gill,2024-05-24,CBEGD2400001,"2,582",27.8,4128853.0,234.0,2317956.0,62.0,11272889.0,"177,421",0.0,0,0.0,"19,904,542",10.0,16.0,,,,0,0,10176.0,0,601,6869.971713810316,0,5,0.0,0.0
FERXXO 151,FERXXO 151,Feid,2023-08-25,USUM72312300,"2,587",27.8,106899723.0,23959.0,10822808.0,64.0,54351042.0,"362,313",34200.0,3566805,44045683.0,"22,628,351",15.0,2942.0,15.0,"751,335",12.0,"485,490",175,195030.0,0,874,122310.89588100686,0,8,0.41202803292551066,0.0
Dhaniya Ae Jaan,Dhaniya Ae Jaan,Pawan Singh,2023-09-14,ING642306994,"2,589",27.8,5842217.0,191.0,173325.0,67.0,180823113.0,"1,072,157",0.0,0,0.0,"182,061,559",0.0,0.0,,,,0,0,9082.0,0,854,6841.003512880562,0,9,0.0,0.0
Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby,Lana Del Rey,2013-01-01,GBUM71301823,"2,586",27.8,1256488099.0,158078.0,59355964.0,80.0,721653474.0,"5,562,953",301881.0,104232046,881937736.0,"1,185,793,007",85.0,7063.0,53.0,"345,045",38.0,"437,188,269","353,499",6185418.0,0,4762,263857.2236455271,0,1,0.7019069547893052,0.3200202336452337
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,USUM72208961,"2,578",27.8,246425341.0,81509.0,7710812.0,71.0,38465606.0,"807,082",108559.0,43090164,342828836.0,"34,138,596",5.0,732.0,3.0,"15,986",6.0,"2,364,415","2,500",1169011.0,1,1343,183488.7125837677,0,5,1.3912077110965315,4.1666666666666665e-05
Drunk in Love,Beyoncï¿½ï¿½ (Del,Beyonc,2013-12-13,USSM11307800,"2,588",27.8,607315454.0,73281.0,24577326.0,67.0,827853706.0,"3,895,677",42655.0,24392560,200100315.0,"196,095,530",129.0,49.0,75.0,"619,730",52.0,"493,343,155","793,889",854584.0,1,4416,137526.1444746377,0,12,0.32948332427996585,0.0
La Vida Sin Ti,La Vida Sin Ti,Rels B,2024-04-22,UYB282476005,"2,581",27.8,50171337.0,3367.0,20131086.0,74.0,9998588.0,"151,631",0.0,0,0.0,"764,121",15.0,418.0,8.0,"173,353",18.0,"7,872",9,101871.0,0,633,79259.61611374408,0,4,0.0,0.0
FREAK,YUQ1,YUQI,2024-04-23,KRA392400004,"2,604",27.7,9956970.0,918.0,11306595.0,66.0,28265816.0,"825,743",0.0,3714416,16415876.0,,6.0,95.0,2.0,"1,891",7.0,0,0,22273.0,0,632,15754.699367088608,0,4,1.6486817125408921,0.0
Casa Mia,Casa Mia,Ghali,2024-02-07,ITQ002400008,"2,607",27.7,55157600.0,3119.0,3112859.0,74.0,41112701.0,"322,239",0.0,0,0.0,"195,777,143",19.0,15737.0,1.0,"8,291",15.0,"4,515",0,269837.0,0,708,77906.21468926554,0,2,0.0,0.0
Kaikai Kitan,ýýýýýýýýýýýý,Eve,2020-10-03,JPTF02017001,"2,596",27.7,404765225.0,64972.0,8591521.0,68.0,470390576.0,"3,380,515",119922.0,70942249,561999669.0,"100,993,171",36.0,714.0,2.0,"19,827",10.0,"1,050,151","1,537",812814.0,0,1930,209722.914507772,0,10,1.3884583775978818,0.008791666666666666
Opp Stoppa (feat. 21 Savage),Opp Stoppa (feat. 21 Savage),YBN Nahmir,2021-01-22,USAT22100132,"2,603",27.7,246949197.0,80591.0,7682255.0,64.0,62144315.0,"935,278",5645.0,715700,4922539.0,"101,060,286",19.0,4210.0,22.0,419,,"4,954,305","6,168",209692.0,1,1819,135760.9659153381,0,1,0.01993340751809204,0.0
Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,2019-09-13,USC4R1902750,"2,594",27.7,589145587.0,130464.0,19387390.0,71.0,235289339.0,"3,294,641",81149.0,90157158,569986027.0,"443,194",38.0,12737.0,16.0,"143,067",25.0,"2,115,178","13,819",3769063.0,0,2316,254380.6506908463,0,9,0.9674790724224179,0.016
Go Fuck Yourself,First Steps,Two Feet,2016-07-29,DEVF11600016,"2,591",27.7,649191183.0,160382.0,29032760.0,68.0,645296970.0,"8,887,252",795603.0,151017071,1557145950.0,"101,434,951",11.0,1173.0,13.0,"151,243",,"85,462,774","63,886",7233385.0,1,3457,187790.3335261788,1,7,2.3985938016065234,0.8828461831457859
Crocodile Tearz,Might Delete Later,J. Cole,2024-04-05,USUG12402403,"2,600",27.7,37057985.0,5769.0,25367830.0,67.0,7966475.0,"130,502",0.0,0,0.0,"5,801,422",12.0,101.0,1.0,"1,070,810",17.0,"4,380,830",498,88038.0,1,650,57012.28461538462,0,4,0.0,0.0
PLIS,PLIS,Camilo,2024-02-06,USSD12400017,"2,593",27.7,37814314.0,2461.0,22699959.0,67.0,21688661.0,"208,161",202354.0,19478404,336367149.0,"185,050,927",11.0,12642.0,27.0,"1,668,327",11.0,"821,286",112,117790.0,0,709,53334.71650211565,0,2,8.895233167650927,0.0
Back to Me,VULTURES 1,Kanye West,2024-02-09,QZ7XS2400005,"2,599",27.7,77403728.0,13507.0,6358959.0,67.0,5768907.0,"96,404",0.0,268900,1600000.0,"453,047",10.0,500.0,4.0,"58,110",,0,0,139433.0,1,706,109637.00849858356,0,2,0.020670838739565118,0.0
Antidepresan,Antidepresan,Mert Demir,2022-11-04,USA2P2247676,"2,605",27.7,172362945.0,25648.0,5961079.0,62.0,164304790.0,"644,688",293300.0,15092029,428987615.0,"7,986,595",13.0,20439.0,3.0,"1,567,627",,0,0,903938.0,0,1168,147571.01455479453,0,11,2.4888621653055294,0.010295903954802258
Rise,Rise,Jonas Blue,2018-05-25,GBUM71802109,"2,592",27.7,872518334.0,93636.0,18157143.0,64.0,681562909.0,"4,154,352",23063.0,2845186,36403946.0,"418,778,843",98.0,62237.0,55.0,"1,280,746",18.0,"28,442,862","15,750",5306138.0,0,2792,312506.5666189112,0,5,0.04172284356637617,0.0
Summertime Sadness,Born To Die (Deluxe Version),Lana Del Rey,2011-01-01,GBUM71111565,"2,606",27.7,1442872605.0,204954.0,53282968.0,79.0,572303765.0,"6,181,000",423666.0,173066210,1549975311.0,"329,452,348",115.0,10698.0,65.0,"1,116,035",71.0,"326,465,544","478,081",8122251.0,0,5493,262674.78700163844,0,1,1.0742288020124764,0.30362774033484896
8:00 AM,8:00 AM,Nicki Nicole,2023-05-17,UYB282300034,"2,601",27.7,135465283.0,20671.0,8011051.0,63.0,106663098.0,"736,558",197600.0,59387239,500108092.0,"24,978,941",20.0,2340.0,19.0,"222,294",15.0,"892,114",331,225730.0,1,974,139081.39938398355,0,5,3.6917804859878345,0.0
PICK IT UP (feat. A$AP Rocky),Pick It Up (feat. A$AP Rocky),Famous Dex,2017-10-20,QMCE31701365,"2,595",27.7,577534277.0,47818.0,8308985.0,58.0,148269610.0,,0.0,0,0.0,,16.0,0.0,14.0,"11,210",6.0,"104,549,598","63,629",2097008.0,1,3009,191935.618810236,0,10,0.0,0.0
Double Fantasy (with Future),Double Fantasy,The Weeknd,2023-04-21,USUG12302627,"2,597",27.7,180940067.0,36631.0,14272823.0,66.0,51093878.0,"753,208",4000.0,5091663,47997951.0,"12,311,591",31.0,8147.0,10.0,"290,434",11.0,"6,271,165","1,216",854584.0,1,1000,180940.067,0,4,0.2652698848328055,0.0
Jungle,Jungle,Alok,2023-09-22,DEE862301476,"2,590",27.7,111266488.0,19017.0,69287736.0,67.0,10259020.0,"89,765",5925.0,409916,17703236.0,,33.0,45605.0,54.0,"1,289,949",9.0,"1,532,504",260,670189.0,0,846,131520.67139479905,0,9,0.15910662913071696,0.0
Fisherrr,Fisherrr - Single,Cash Cobain,2024-02-28,NL8RL2403852,"2,598",27.7,9215777.0,2816.0,3862691.0,28.0,12076033.0,"245,565",0.0,5321778,40589924.0,"68,208,595",13.0,12552.0,,,7.0,"72,082",237,286190.0,1,687,13414.522561863174,0,2,4.404394723918045,0.0
Thank You for Being You,Thank You for Being You,OctaSounds,2022-09-07,SGB502236932,"2,602",27.7,2248788.0,739.0,35130.0,43.0,1577614.0,"20,317",2863057.0,70652797,1050704352.0,,0.0,3.0,,,,0,0,109624.0,0,1226,1834.2479608482872,1,9,467.23118620733203,0.9997153220843994
Wild as Her,Wild as Her,Corey Kent,2022-03-04,TCAGA2290354,"2,614",27.6,180186017.0,32769.0,6038439.0,66.0,36595510.0,"280,859",33689.0,1974569,23448462.0,"2,792",23.0,187197.0,4.0,976,11.0,"113,592,411","13,103",670748.0,0,1413,127520.18188251946,0,3,0.13013474774718647,4.1666666666666665e-05
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),Bazzi,2018-08-02,USAT21810504,"2,611",27.6,737482160.0,55335.0,17510051.0,66.0,419937796.0,"4,019,192",3214979.0,189904593,2189766597.0,"207,282,014",52.0,19601.0,25.0,"52,812",16.0,"22,073,894","13,492",4647023.0,0,2723,270834.4326110907,1,8,2.9692468683320463,0.9870868174735885
Black Friday,Black Friday,Tom Odell,2023-09-20,USA2P2342595,"2,616",27.6,126929488.0,23805.0,42713528.0,67.0,11445116.0,"165,135",20254.0,10350073,59075543.0,"9,939,532",24.0,4372.0,22.0,"405,914",21.0,"201,918",372,485209.0,0,848,149681.0,0,9,0.46542015937683323,0.0
Summertime Sadness (Sped Up),Summertime Sadness (Sped Up),Lana Del Rey,2022-05-04,GBUM72206500,"2,613",27.6,68235585.0,10765.0,7466559.0,59.0,444569952.0,"2,796,117",671.0,220759,1468789.0,"1,411,876,789",1.0,173.0,1.0,"27,653",8.0,"74,530",127,33174.0,0,1352,50470.10724852071,0,5,0.021525263958310552,0.0
Ignorantes,Ignorantes,Bad Bunny,2020-02-14,QM4TW2090210,"2,618",27.6,671572185.0,88857.0,22055975.0,62.0,417964046.0,"2,807,917",10203.0,4124925,26125487.0,"41,199,062",70.0,12213.0,26.0,"309,402",25.0,"74,716,130","7,214",959604.0,1,2162,310625.4324699353,0,2,0.03890197888570686,0.0
Break Free,Pop Party 13,Ariana Grande,2014-01-01,USUM71409719,"2,610",27.6,899830382.0,96199.0,41829450.0,70.0,1288704058.0,"6,983,846",131095.0,50779178,371404445.0,"171,606,029",123.0,86551.0,65.0,"813,444",22.0,"240,308,987","115,959",7374291.0,0,4397,204646.43666136003,0,1,0.4127493936821202,0.0
Risk,Risk,Gracie Abrams,2024-05-01,USUG12401764,"2,617",27.6,41114784.0,2686.0,35162711.0,78.0,3726904.0,"134,081",0.0,0,0.0,,41.0,5382.0,36.0,"7,998,062",78.0,"65,016",138,61468.0,0,624,65889.07692307692,0,5,0.0,0.0
"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,2020-11-27,UYB282001011,"2,615",27.6,286381494.0,54422.0,8157305.0,61.0,445932496.0,"5,316,366",517875.0,137985248,1257208158.0,"19,505,413",37.0,3999.0,19.0,"73,121",8.0,"221,741",747,1435096.0,0,1875,152736.7968,1,11,4.389976936184372,0.99676707866588
WY@,WY@,Brent Faiyaz,2023-09-19,QZNMX2317490,"2,609",27.6,54763093.0,15316.0,7846247.0,67.0,14737929.0,"247,838",6009.0,10284542,72141490.0,"1,678,363,681",16.0,66225.0,1.0,644,8.0,"4,730,630","1,648",536845.0,1,849,64503.05418138987,0,9,1.3173377311369587,0.0
Acapulco,Acapulco,Jason Derulo,2021-09-03,USAT22102812,"2,608",27.6,442260324.0,67318.0,33339871.0,65.0,83588626.0,"799,248",42377.0,35703303,310298540.0,"865,166,511",65.0,129690.0,34.0,"1,756,415",18.0,"47,696,206","7,006",854584.0,0,1595,277279.2,0,9,0.7016196625822133,4.1666666666666665e-05
GHOST TOWN,GHOST TOWN,Benson Boone,2021-10-15,USWB12103472,"2,612",27.6,382177076.0,65369.0,34887197.0,66.0,78537068.0,"806,081",146179.0,60677641,629205287.0,"968,287,446",46.0,105931.0,22.0,"651,078",14.0,"27,159,277","7,396",1864419.0,0,1553,246089.55312298777,0,10,1.6463710799692992,0.012394607843137255
Bande organis,Bande organisï¿½,13 Organis,2020-08-15,FRX282066018,"2,625",27.5,267241905.0,62950.0,4938947.0,63.0,515808378.0,"2,686,256",5066.0,641873,12209681.0,"11,896,873",51.0,17239.0,42.0,"6,246,257",10.0,0,0,2065953.0,1,1979,135038.86053562406,0,8,0.045687748537461784,4.1666666666666665e-05
Only Human,Happiness Begins,Jonas Brothers,2019-06-07,USUG11901281,"2,634",27.5,508463163.0,58919.0,15436258.0,65.0,136979542.0,"1,457,926",27246.0,6682986,45970559.0,"168,192,621",66.0,350184.0,24.0,"166,715",17.0,"181,852,656","50,826",7575291.0,0,2414,210630.9705882353,0,6,0.09041079522527615,0.0
